TeamID,Pass_O_Comp_Perc,Pass_O_Total_Yards,Pass_O_Interceptions,Pass_O_TDs,Pass_O_TimesHit_per_Drive,Pass_O_TD_to_Int,Pass_O_Total_EPA,Pass_O_Success_Rate,Pass_O_TD_per_Drive,Pass_O_EPA_per_Drive,Pass_O_Win_Success_Rate,Pass_O_Total_Clutch_EPA,Pass_O_Clutch_EPA_per_Drive,Run_O_Car_per_Drive,Run_O_Yards_per_Drive,Run_O_Total_Yards,Run_O_Fumbles,Run_O_TDs,Run_O_Total_EPA,Run_O_Success_Rate,Run_O_TD_per_Drive,Run_O_EPA_per_Drive,Run_O_Win_Success_Rate,Run_O_Total_Clutch_EPA,Run_O_Clutch_EPA_per_Drive,Pass_D_Comp_Perc,Pass_D_Total_Yards,Pass_D_Interceptions,Pass_D_TDs,Pass_D_TimesHit_per_Drive,Pass_D_TD_to_Int,Pass_D_aPACR,Pass_D_Total_EPA,Pass_D_Success_Rate,Pass_D_TD_per_Drive,Pass_D_EPA_per_Drive,Pass_D_Win_Success_Rate,Pass_D_Total_Clutch_EPA,Pass_D_Clutch_EPA_per_Drive,Run_D_Car_per_Drive,Run_D_Yards_per_Drive,Run_D_Total_Yards,Run_D_Fumbles,Run_D_TDs,Run_D_Total_EPA,Run_D_Success_Rate,Run_D_TD_per_Drive,Run_D_EPA_per_Drive,Run_D_Win_Success_Rate,Run_D_Total_Clutch_EPA,Run_D_Clutch_EPA_per_Drive,Team,Total_Yards,Total_TDs,Total_EPA,Total_Success_Rate,Total_Yd_Allowed,Total_TDs_Allowed,playoffs,third_downs,third_down_conv,third_down_conv_rate1,fourth_downs,fourth_down_conv,fourth_down_conv_rate,Total_FirstDown,champ
2009SEA,0.6088379705400983,3800,19,21,0.28901734104046245,1.1052631578947372,-2.107190603526093,0.4320785597381342,0.1213872832369942,-0.012180292505931174,0.4124386252045826,-0.4265920539918908,-0.0024658500230745136,2.5,10.1474358974359,1583,14,7,-67.15807475147719,0.36666666666666653,0.04487179487179487,-0.4305004791761358,0.3717948717948718,-2.4987358273070157,-0.01601753735453215,0.6619469026548672,4106,14,29,0.3684210526315789,2.071428571428572,0.9481065918653576,128.89257649742592,0.5274336283185841,0.1695906432748538,0.7537577572948885,0.5132743362831859,8.916681674189912,0.0521443372759644,2.51497005988024,11.11377245508982,1856.0,7,18,-50.916517005000216,0.32857142857142857,0.10778443113772457,-0.3048893233832348,0.3642857142857143,1.1772387166356129,0.00704933363254858,SEA,5383,28,-69.26526535500328,0.7987452264048007,5962.0,47,0,240,81,33.75,140,110,78.57142857142857,394.0,0
2009IND,0.6677740863787376,4624,20,34,0.1875,1.7,168.9027808155134,0.5431893687707641,0.2125,1.0556423800969588,0.5415282392026578,18.016317897397823,0.1126019868587364,2.6466165413533838,9.924812030075188,1320,4,16,-27.947680812962517,0.3579545454545455,0.12030075187969926,-0.2101329384433272,0.4232954545454545,-0.18598068095388304,-0.0013983509846156618,0.6442141623488774,3659,16,21,0.2621951219512195,1.3125,0.7442942610237093,55.466862212635114,0.4991364421416235,0.12804878048780488,0.3382125744672873,0.4835924006908463,2.0197116368787285,0.012315314859016636,3.223776223776224,14.384615384615385,2057.0,6,10,-12.736099921256395,0.4056399132321041,0.06993006993006994,-0.08906363581298178,0.4056399132321041,1.3645960056616124,0.009542629410221066,IND,5944,50,140.9551000025509,0.9011439142253096,5716.0,31,1,207,83,40.09661835748793,96,78,81.25,387.0,0
2009NE,0.6571428571428571,4605,13,29,0.3132530120481928,2.230769230769231,154.11877451744718,0.5226890756302521,0.1746987951807229,0.9284263525147424,0.5294117647058824,9.524340651527883,0.05737554609354147,3.006666666666667,12.966666666666667,1945,7,20,-20.887503266031683,0.4235033259423504,0.13333333333333333,-0.13925002177354456,0.4767184035476719,-0.5182209549851436,-0.0034548063665676247,0.5870841487279843,3551,19,31,0.2420382165605096,1.631578947368421,0.7354180527833223,33.158951143371624,0.48727984344422703,0.19745222929936307,0.2112035104673352,0.4735812133072407,2.1191192401763197,0.013497574778193116,2.5657894736842106,11.710526315789476,1780.0,9,6,-30.681059371052303,0.3743589743589744,0.03947368421052632,-0.20184907480955466,0.3923076923076923,-0.2924188261468708,-0.001923808066755729,NE,6550,49,133.2312712514155,0.9461924015726025,5331.0,37,1,221,81,36.65158371040724,121,84,69.42148760330579,413.0,0
2009HOU,0.676271186440678,4805,17,32,0.3939393939393939,1.8823529411764703,127.5608866814593,0.5203389830508475,0.19393939393939394,0.7730962829179351,0.5101694915254237,5.8789692974185686,0.03563011695405193,2.75,10.277027027027025,1521,13,13,-72.88868922438841,0.3538083538083538,0.08783783783783784,-0.4924911434080298,0.40540540540540543,-3.7379882900391985,-0.025256677635399988,0.6288848263254113,3685,14,22,0.3333333333333333,1.5714285714285714,0.8325393044306812,23.65309330499149,0.4625228519195612,0.13580246913580246,0.14600674879624378,0.4515539305301645,3.7346162225643886,0.02305318655903944,2.51948051948052,11.175324675324676,1721.0,11,18,-34.261247051946505,0.3556701030927835,0.11688311688311688,-0.22247563020744485,0.38144329896907214,3.075574037379571,0.019971259982984227,HOU,6326,45,54.67219745707088,0.8741473368592012,5406.0,40,0,215,78,36.27906976744186,113,85,75.22123893805309,404.0,0
2009ARI,0.66723259762309,4229,19,31,0.3701657458563536,1.631578947368421,73.52515600182906,0.5127334465195246,0.1712707182320442,0.406216331501818,0.5144312393887945,5.731242556638281,0.03166432351733857,2.358108108108108,10.33783783783784,1530,12,15,-43.7706085305025,0.3610315186246417,0.10135135135135136,-0.2957473549358277,0.4097421203438396,-2.035435468347782,-0.01375294235370123,0.5791245791245792,4004,21,23,0.1896551724137931,1.0952380952380951,0.6519081141163394,32.05416721967301,0.4478114478114478,0.13218390804597702,0.18421935183720126,0.4444444444444444,8.280033159966619,0.047586397471072524,2.4171779141104293,11.11042944785276,1811.0,5,13,-40.260199502136615,0.31725888324873097,0.07975460122699386,-0.2469950889701633,0.3553299492385787,4.266806812757483,0.0261767289126226,ARI,5759,46,29.75454747132656,0.8737649651441664,5815.0,36,1,211,67,31.753554502369667,121,94,77.68595041322314,383.0,0
2009DET,0.5456110154905336,3526,32,19,0.2840909090909091,0.59375,-88.0438033701553,0.40963855421686746,0.10795454545454546,-0.5002488827849733,0.3769363166953528,-0.7400904177380488,-0.004205059191693459,2.4545454545454546,9.872727272727273,1629,7,9,-42.92613423853758,0.3604938271604938,0.054545454545454536,-0.26015838932447016,0.3604938271604938,-0.20534281501597065,-0.0012445019091877007,0.6819852941176471,4370,9,38,0.20958083832335328,4.222222222222221,1.1239295908658422,146.75145257626218,0.5183823529411765,0.2275449101796407,0.8787512130315103,0.5238970588235294,11.466309221864636,0.06866053426266247,2.685185185185185,12.524691358024693,2029.0,10,19,-37.43441769474683,0.3770114942528736,0.11728395061728394,-0.2310766524367089,0.4344827586206896,-0.4015122991470368,-0.002478470982389116,DET,5155,28,-130.96993760869287,0.7701323813773613,6399.0,57,0,251,98,39.04382470119522,135,108,80.0,387.0,0
2009ATL,0.5868794326241135,3712,17,31,0.18987341772151897,1.8235294117647056,83.67894259127776,0.4663120567375886,0.1962025316455696,0.5296135607042897,0.4556737588652482,14.160260340203989,0.08962190088736703,3.1214285714285714,13.864285714285714,1941,6,15,-24.687248996217647,0.3707093821510298,0.10714285714285714,-0.17633749283012606,0.4073226544622426,0.7221417396727403,0.0051581552833767155,0.625,4066,15,26,0.2,1.7333333333333334,0.8454388240380458,107.10413813249932,0.4906716417910448,0.16774193548387098,0.6909944395645117,0.4832089552238806,8.393578162082665,0.05415211717472687,2.8843537414965987,11.721088435374151,1723.0,13,11,-47.62267043146949,0.3702830188679245,0.07482993197278913,-0.32396374443176523,0.41273584905660377,-0.8197465082019204,-0.0055765068585164656,ATL,5653,46,58.99169359506011,0.8370214388886184,5789.0,37,0,237,89,37.552742616033754,119,93,78.15126050420169,371.0,0
2009CHI,0.6107142857142858,3663,27,27,0.25,1.0,-24.271378611731638,0.4357142857142857,0.1569767441860465,-0.14111266634727698,0.4232142857142857,2.292135658089943,0.013326370105174087,2.38562091503268,9.816993464052286,1502,10,6,-42.33028691998661,0.3397260273972603,0.0392156862745098,-0.2766685419606968,0.3780821917808219,0.31826471164857306,0.002080161514042961,0.6459510357815442,3658,13,30,0.2823529411764706,2.3076923076923075,0.8185870291954536,82.15016590851333,0.4708097928436911,0.17647058823529413,0.4832362700500784,0.4670433145009416,11.532689300407617,0.06783934882592718,2.769696969696969,12.393939393939394,2045.0,10,14,-36.95847796437285,0.3938730853391685,0.08484848484848485,-0.22399077554165367,0.4179431072210066,-1.0912819963996814,-0.00661383028121019,CHI,5165,33,-66.60166553171825,0.775440313111546,5703.0,44,0,233,84,36.05150214592275,125,97,77.60000000000001,347.0,0
2009DEN,0.6111111111111112,3845,13,25,0.1264367816091954,1.9230769230769231,41.970041980565256,0.442652329749104,0.14367816091954022,0.24120713781934056,0.44982078853046603,7.5375635642122205,0.04331933082880587,2.7870967741935484,11.90967741935484,1846,6,9,-37.71751822747598,0.40046296296296297,0.05806451612903226,-0.24333882727403855,0.4375,-1.7599456575565815,-0.01135448811326827,0.5823529411764706,3257,17,18,0.1840490797546012,1.0588235294117647,0.7108673978065803,4.009809229738596,0.4529411764705882,0.11042944785276074,0.02460005662416316,0.4450980392156863,6.7831700520795595,0.04161454019680712,2.9411764705882355,13.620915032679738,2084.0,13,12,-28.508406535521512,0.3755555555555555,0.0784313725490196,-0.18632945448053276,0.4111111111111111,0.4801386874703661,0.003138161356015465,DEN,5691,34,4.252523753089278,0.843115292712067,5341.0,30,0,234,70,29.914529914529915,135,96,71.11111111111111,374.0,0
2009GB,0.6486486486486487,4503,8,31,0.2411764705882353,3.875,166.43066541905173,0.4918918918918919,0.18235294117647055,0.979003914229716,0.4936936936936937,20.269197886022933,0.11923057580013492,2.6815286624203822,12.089171974522293,1898,6,21,-0.09091432274173272,0.3824228028503563,0.1337579617834395,-0.0005790721193740938,0.42992874109263657,1.8187927446600811,0.011584667163440008,0.5473098330241187,3478,30,32,0.2947976878612717,1.0666666666666669,0.5837199493884437,-42.915254160892076,0.4100185528756957,0.18497109826589594,-0.2480650529531334,0.398886827458256,2.2618414716862745,0.013074228160036271,2.3653846153846154,8.557692307692307,1335.0,11,6,-78.5924437542629,0.3252032520325203,0.038461538461538464,-0.5037977163734801,0.3387533875338753,-4.141651912015897,-0.02654905071805062,GB,6401,52,166.33975109631,0.8743146947422482,4813.0,38,1,243,85,34.97942386831276,115,81,70.43478260869566,366.0,0
